claim_id,claim_title,perspective,p_title,paraphrase_perspective,para_title,vote_yes,vote_no
920,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",7404,"[Response to rebuttal] Suitability: Government has essential macro-view(scale&scope), and IS better organized, better funded.",26866,Government is better organized,1,0
920,"Financial Assistance for the Poor Should Be the Responsibility of Charities, Not Government",7404,"[Response to rebuttal] Suitability: Government has essential macro-view(scale&scope), and IS better organized, better funded.",26867,Government has more resources,1,0
921,Animal testing for medical research,7405,Animal research has played a vital role in a great many of the major medical advances of the last century,26868,"Without animal research, we would have fewer products",1,0
921,Animal testing for medical research,7405,Animal research has played a vital role in a great many of the major medical advances of the last century,26869,Animal research ensures greater safety for humans,1,0
921,Animal testing for medical research,7414,Animal experiments retard medical progress due to providing misleading results,26871,animal experiments are not always accurate,1,0
921,Animal testing for medical research,7414,Animal experiments retard medical progress due to providing misleading results,26870,animal experiments are not exact science,0,1
921,Animal testing for medical research,7416,"Number 2 is a lie, there ARE alternatives to animal testing! Other companies use them, and animal testing doesnt prove anything, because although close, they arent people.",26872,many companies get accurate results without testing on animals,1,0
921,Animal testing for medical research,7416,"Number 2 is a lie, there ARE alternatives to animal testing! Other companies use them, and animal testing doesnt prove anything, because although close, they arent people.",26873,Animal testing dosen't ensure good results,1,0
922,Macs are better than PCs,7419,Macs are more intuitive and user-friendly,26874,Macs are so much easier to use,1,0
922,Macs are better than PCs,7419,Macs are more intuitive and user-friendly,26875,Macs are better PCs with more options,0,1
922,Macs are better than PCs,7420,Macs are more secure,26876,Macs don;t get hacked too often,1,0
922,Macs are better than PCs,7420,Macs are more secure,26877,Macs have better security systems,1,0
922,Macs are better than PCs,7422,Macs continue to gain Market share in all sectors,26878,"Macs are gaining Market shares because of their cross platform compatibility with phones, home devices, and more",1,0
922,Macs are better than PCs,7422,Macs continue to gain Market share in all sectors,26879,"Macs are gaining traction in the market over PCs as consumers demand more integration between smartphones, computers, and smart home devices",1,0
922,Macs are better than PCs,7426,Macs are more performance than pc's,26880,"PCs lack the performance offered in many Mac machines, making the Macs significantly superior",1,0
922,Macs are better than PCs,7426,Macs are more performance than pc's,26881,"For consumers demanding a performance computer, Macs are the obvious choice ",1,0
547,Abolish collective bargaining rights for unions,4023,Collective Bargaining Hurts the Democratic Process,24383,Democracy is hurt by collective bargaining.,1,0
547,Abolish collective bargaining rights for unions,4023,Collective Bargaining Hurts the Democratic Process,24384,Collective bargaining is detrimental to democracy.,1,0
547,Abolish collective bargaining rights for unions,4024,Collective Bargaining is Needed to Voice Opinion,24385,"In order to have voices heard, collective bargaining is needed.",1,0
547,Abolish collective bargaining rights for unions,4024,Collective Bargaining is Needed to Voice Opinion,24386,We must maintain collective bargaining to hear all voices.,1,0
547,Abolish collective bargaining rights for unions,4027,Collective Bargaining is Especially Necessary in the Case of Natural Monopolies,24387,Natural monopolies require collective bargaining.,1,0
547,Abolish collective bargaining rights for unions,4027,Collective Bargaining is Especially Necessary in the Case of Natural Monopolies,24388,Collective bargaining is helpful with monopolies.,1,0
